cicid,i94yr,i94mon,i94cit,i94res,i94port,arrdate,i94mode,i94addr,depdate,i94bir,i94visa,count,dtadfile,visapost,occup,entdepa,entdepd,entdepu,matflag,biryear,dtaddto,gender,insnum,airline,admnum,fltno,visatype
2520663,2016,4,135,135,ORL,20558,1,FL,20561,52,1,1,20160414,,,O,O,,M,1964,7122016,,,BA,56145643733,2037,WB
5710005,2016,4,148,112,NEW,20574,1,NY,20582,55,2,1,20160430,,,G,O,,M,1961,7282016,M,,LH,59543648133,402,WT
3542252,2016,4,254,276,HHW,20563,1,HI,20567,52,2,1,20160419,,,G,O,,M,1964,7172016,M,,KE,56435659633,53,WT
5679004,2016,4,123,123,NEW,20574,1,NY,20579,13,2,1,20160430,,,G,K,,M,2003,7282016,M,,UA,59534155133,71,WT
1649166,2016,4,438,438,LOS,20553,1,NJ,20560,55,2,1,20160409,,,G,O,,M,1961,7072016,M,,UA,55850018733,840,WT
2209939,2016,4,332,296,NYC,20556,1,NY,20567,5,2,1,20160412,DUB,,G,O,,M,2011,10112016,M,,EK,93329439630,203,B2
467207,2016,4,135,135,LOS,20547,1,CA,20550,36,2,1,20160403,,,G,I,,M,1980,7012016,M,,UA,55561070733,935,WT
5832309,2016,4,582,582,SFR,20574,1,CO,20609,81,2,1,20160430,MEX,,G,O,,M,1935,10292016,F,,Y4,94988049930,982,B2
86281,2016,4,368,368,KOA,20545,1,,,35,2,1,20160401,RID,,G,,,,1981,9302016,M,,SV,92461193030,23,B2
5301075,2016,4,513,513,TOR,20572,1,IL,20573,46,2,1,20160428,BGN,,H,O,,M,1970,9012016,F,,MQ,89513976930,3348,B2
3866997,2016,4,135,135,SFR,20565,1,CA,20578,25,2,1,20160421,,,G,O,,M,1991,7192016,F,,VS,56543123133,19,WT
211561,2016,4,691,438,MIA,20545,1,CA,20555,33,1,1,20160401,SYD,,G,O,,M,1983,9302016,M,,AA,92461857730,1130,B1
3334127,2016,4,135,135,NYC,20562,1,NY,20568,31,2,1,20160418,,,G,O,,M,1985,7162016,M,,VS,56363595933,3,WT
1428778,2016,4,438,438,LOS,20552,1,NY,20563,50,2,1,20160408,,,G,O,,M,1966,7062016,F,,QF,729781385,11,WT
1420768,2016,4,263,263,NYC,20552,1,CA,20563,44,2,1,20160408,BNK,,G,O,,M,1972,10062016,M,,CX,92999451530,880,B2
4547068,2016,4,254,276,HHW,20568,1,HI,20573,32,2,1,20160424,,,G,O,,M,1984,7222016,M,,KE,59197917233,53,WT
820045,2016,4,111,111,LVG,20549,1,,20550,23,2,1,20160405,,,O,Q,,M,1993,7032016,,,NZ,55692119133,1,WT
3112694,2016,4,130,130,CHI,20561,1,NV,20565,44,1,1,20160417,,,G,O,,M,1972,7152016,M,,SK,56344632833,945,WB
2706307,2016,4,135,135,SFR,20559,1,CA,20562,55,2,1,20160415,,,G,O,,M,1961,7122016,F,,VS,56170840033,41,WT
2955651,2016,4,438,438,LOS,20560,1,CA,20657,24,2,1,20160416,SYD,,G,O,,M,1992,10152016,M,,UA,93693925530,840,B2
626444,2016,4,103,103,LVG,20548,1,WA,20590,24,2,1,20160404,,,G,O,,M,1992,7022016,F,,BA,55642170033,275,WT
3442997,2016,4,582,582,ORL,20562,1,FL,20567,30,2,1,20160418,MTM,,G,O,,M,1986,10172016,F,,AM,93887576930,434,B2
5660225,2016,4,104,104,NEW,20574,1,NY,20581,35,2,1,20160430,,,G,O,,M,1981,7282016,M,,BA,59521487833,185,WT
4885133,2016,4,148,112,PHI,20570,1,FL,20584,3,2,1,20160426,,,O,O,,M,2013,7242016,,,AB,59287005333,7000,WT
5470326,2016,4,204,204,ATL,20573,1,GA,20582,65,2,1,20160429,JAK,,G,O,,M,1951,10282016,M,,KL,94911138830,621,B2
2319989,2016,4,124,124,LOS,20557,1,CA,20565,43,1,1,20160413,,,G,O,,M,1973,7112016,M,,DY,56109016433,7083,WB
2720964,2016,4,209,209,CHI,20559,1,HI,20564,64,2,1,20160415,,,G,O,,M,1952,7132016,M,,NQ,56206345333,182,WT
1400880,2016,4,213,213,NEW,20552,1,NJ,,2,3,1,20160408,,,T,,,,2014,D/S,M,,AI,725810385,191,F2
4038162,2016,4,111,111,NYC,20566,1,NY,20570,33,1,1,20160422,,,O,O,,M,1983,7202016,,,AF,56560107133,22,WB
2723913,2016,4,209,209,ORL,20559,1,NV,20566,47,1,1,20160415,,,G,O,,M,1969,7132016,M,,JL,56193813633,62,WB
3914231,2016,4,512,512,LVG,20565,1,FL,20665,30,2,1,20160421,NSS,,G,I,,M,1986,10202016,M,,AA,94173289030,288,B2
5982639,2016,4,254,276,SAI,20548,1,,20551,38,2,1,20160615,,,A,D,,M,1978,5182016,F,3982,7C,45116332333,3404,GMT
982263,2016,4,103,103,LOS,20550,1,HI,20592,23,2,1,20160406,,,G,O,,M,1993,7042016,F,,KL,55712358233,601,WT
1330915,2016,4,687,687,NYC,20551,1,MA,20558,50,1,1,20160407,,,O,O,,M,1966,10062016,,,AA,92939390630,954,B1
4842948,2016,4,689,689,FTL,20569,1,FL,20574,30,2,1,20160425,SPL,,G,O,,M,1986,10242016,F,,AD,94477521530,8704,B2
3765424,2016,4,582,582,BOS,20564,1,MA,20575,78,2,1,20160420,,,K,O,,M,1938,10202016,M,,AM,94075024130,698,B2
2568615,2016,4,464,464,CHI,20558,1,CA,20576,62,2,1,20160414,,,G,O,,M,1954,7122016,F,,NZ,56145713333,8,WT
1624057,2016,4,213,213,CHI,20553,1,CA,,64,2,1,20160409,MDR,,G,,,,1952,10082016,F,,EK,93138892030,235,B2
4538779,2016,4,245,245,LOS,20568,1,NJ,20579,46,2,1,20160424,CHE,,G,O,,M,1970,10232016,F,,MU,94426976530,583,B2
1826960,2016,4,209,209,DAL,20554,1,NM,20609,29,1,1,20160410,,,G,O,,M,1987,7082016,M,,AA,55909946733,176,WB
2216875,2016,4,514,514,FTL,20556,1,FL,20560,63,2,1,20160412,KNG,,G,O,,M,1953,10112016,F,,BW,93327471530,31,B2
3859178,2016,4,135,135,NYC,20565,1,CT,20574,49,2,1,20160421,,,G,O,,M,1967,7192016,F,,AA,56547914633,107,WT
5760102,2016,4,268,268,SFR,20574,1,CA,20596,37,1,1,20160430,,,G,O,,M,1979,7282016,M,,BR,59564988133,18,WB
1195419,2016,4,148,112,OGG,20551,1,CA,20567,48,2,1,20160407,,,G,O,,M,1968,7052016,M,,LH,55768494033,456,WT
647849,2016,4,126,689,ORL,20548,1,FL,20555,32,2,1,20160404,,,G,O,,M,1984,7022016,M,,AD,55626525233,8706,WT
4505923,2016,4,135,135,LVG,20568,1,NV,20575,49,2,1,20160424,,,G,O,,M,1967,7222016,F,,MT,59189341933,124,WT
87211,2016,4,438,438,CHI,20545,1,GA,20555,48,2,1,20160401,,,G,O,,M,1968,6292016,M,,QF,55420281733,7,WT
3543377,2016,4,254,276,SEA,20563,1,DC,20570,28,2,1,20160419,,,G,O,,M,1988,7172016,F,,KE,56433634733,19,WT
5951265,2016,4,252,209,AGA,20547,1,GU,20549,38,2,1,20160610,,,A,D,,M,1978,5172016,M,3663,UA,47858288733,172,GMT
2346741,2016,4,209,209,OGG,20557,1,HI,20561,57,2,1,20160413,,,G,O,,M,1959,7112016,F,,DL,56082772233,598,WT
5500649,2016,4,245,245,CHI,20573,1,IL,20603,26,1,1,20160429,SHG,,G,O,,M,1990,10282016,M,,UA,94901727330,836,B1
3891814,2016,4,245,245,LOS,20565,1,NY,20579,37,2,1,20160421,BEJ,,G,O,,M,1979,10202016,F,,CA,94181667330,983,B2
6045611,2016,4,254,276,SAI,20567,1,,20570,4,2,1,20160701,,,A,D,,M,2012,6072016,M,3930,7C,49249884933,3404,GMT
2165928,2016,4,130,130,NEW,20556,1,NY,20586,35,2,1,20160412,,,G,O,,M,1981,7102016,F,,SK,56039869533,903,WT
1817106,2016,4,140,140,DET,20554,1,MI,20560,41,1,1,20160410,,,G,O,,M,1975,7082016,M,,DL,55930157333,99,WB
4338296,2016,4,296,296,MAA,20567,1,MA,20602,44,2,1,20160423,ABD,,G,O,,M,1972,10232016,F,,EY,94362766830,103,B2
701007,2016,4,254,276,LOS,20548,1,CA,20554,50,1,1,20160404,,,O,O,,M,1966,7022016,,,KE,55595023033,17,WB
2683469,2016,4,117,117,LVG,20559,1,NV,20566,41,1,1,20160415,,,G,O,,M,1975,7132016,M,,BA,56219712133,275,WB
4525494,2016,4,209,209,HOU,20568,1,TN,20574,46,1,1,20160424,,,O,O,,M,1970,7222016,,,NH,59168452933,174,WB
4745361,2016,4,260,260,CHI,20569,1,IL,20604,39,2,1,20160425,MNL,,G,O,,M,1977,10242016,F,,KE,94498803830,37,B2
2371488,2016,4,258,258,MIA,20557,1,IL,20588,64,2,1,20160413,KRC,,G,O,,M,1952,10122016,F,,EK,93434581230,235,B2
3551626,2016,4,438,438,LOS,20563,1,,20564,29,2,1,20160419,,,H,O,,M,1987,6142016,F,,DL,54450730733,938,WT
4916874,2016,4,260,260,CHI,20570,1,DC,20612,48,2,1,20160426,MNL,,G,O,,M,1968,10252016,F,,MU,94592240530,717,B2
4800385,2016,4,582,582,ATL,20569,1,MI,20611,41,1,1,20160425,GDL,,G,I,,M,1975,10242016,M,,DL,94501769130,331,B1
2901425,2016,4,133,264,LOS,20560,1,CA,20567,61,2,1,20160416,IST,PHA,G,O,,M,1955,10142016,F,,AA,93657747430,135,B2
2378775,2016,4,438,438,LOS,20556,1,CA,20573,34,2,1,20160413,,,G,O,,M,1982,7112016,M,,UA,56066723233,840,WT
1999393,2016,4,135,135,ATL,20555,1,IN,20558,49,1,1,20160411,,,O,N,,M,1967,7092016,,,DL,56000318033,75,WB
1393049,2016,4,201,201,LOS,20552,1,CA,20562,64,2,1,20160408,PHP,,G,O,,M,1952,10072016,M,,BR,93063666830,2,B2
3145084,2016,4,209,209,SFR,20561,1,HI,20565,33,2,1,20160417,,,O,O,,M,1983,7152016,,,HA,56338154733,458,WT
4251217,2016,4,104,104,NEW,20567,1,,,41,2,1,20160423,,,G,,,,1975,7212016,F,,UA,59103237533,91,WT
3172891,2016,4,254,276,SFR,20561,1,CA,20574,40,1,1,20160417,,,G,O,,M,1976,7152016,F,,OZ,56316516833,212,WB
284782,2016,4,213,213,MIA,20546,1,FL,20630,59,2,1,20160402,MDR,,G,O,,M,1957,10012016,F,,QR,92587882930,777,B2
4913166,2016,4,254,276,HHW,20570,1,HI,20575,4,2,1,20160426,,,G,O,,M,2012,7242016,F,,KE,59302105633,53,WT
1181033,2016,4,135,135,DUB,20551,1,NY,20560,17,2,1,20160407,,,G,O,,M,1999,7052016,M,,EI,55741358933,105,WT
3481574,2016,4,696,696,HOU,20562,1,NY,20591,54,1,1,20160418,CRS,,G,O,,M,1962,5172016,F,,UA,93910016930,1045,B1
3547150,2016,4,268,268,LOS,20563,1,CA,20577,40,2,1,20160419,,,G,O,,M,1976,7162016,M,,BR,56410086433,16,WT
4877203,2016,4,135,135,ORL,20570,1,FL,20584,6,2,1,20160426,,,G,O,,M,2010,7242016,F,,VS,59295607333,75,WT
1553520,2016,4,692,692,NYC,20552,1,NY,,1,2,1,20160408,GYQ,,G,,,,2015,10072016,F,,EQ,721095085,550,B2
2195092,2016,4,213,213,NYC,20556,1,NY,20587,59,2,1,20160412,NWD,,G,R,,M,1957,10122016,F,,EK,93370576930,207,B2
3064434,2016,4,687,687,ORL,20560,1,FL,20573,48,2,1,20160416,BNS,,G,N,,M,1968,10152016,M,,AM,93707445430,434,B2
2147566,2016,4,694,694,MIA,20555,1,FL,20562,31,2,1,20160411,LMA,,G,N,,M,1985,10102016,F,,LA,93290418030,2510,B2
1803405,2016,4,135,135,ATL,20554,1,GA,20566,77,2,1,20160410,,,G,O,,M,1939,7082016,M,,DL,55923698533,688,WT
4054245,2016,4,126,126,NEW,20566,1,NJ,20568,39,2,1,20160422,,,G,O,,M,1977,7202016,F,,TP,59093567633,201,WT
2477529,2016,4,696,696,MIA,20557,1,FL,20567,32,2,1,20160413,CRS,,G,O,,M,1984,10122016,M,,9V,93416525730,1220,B2
3549552,2016,4,368,368,NYC,20563,1,FL,20599,28,2,1,20160419,,,O,O,,M,1988,10182016,,,MS,93970058530,985,B2
2635148,2016,4,582,582,SNJ,20558,1,CA,20676,29,2,1,20160414,MTR,,G,O,,M,1987,10132016,M,,Y4,93513896830,930,B2
5210254,2016,4,114,114,NEW,20572,1,NY,20582,25,2,1,20160428,,,G,N,,M,1991,7262016,M,,LH,59425200133,412,WT
1422091,2016,4,268,268,WAS,20552,1,CA,20586,93,2,1,20160408,,,G,O,,M,1923,7062016,F,,BR,55835890033,18,WT
5665973,2016,4,111,111,NYC,20574,1,NY,20579,53,2,1,20160430,,,G,O,,M,1963,7282016,F,,AF,59531264033,12,WT
5956950,2016,4,254,276,AGA,20558,1,GU,,9,2,1,20160610,,,A,,,,2007,5282016,M,,LJ,3769092327,641,GMT
1401034,2016,4,213,213,NYC,20552,1,NY,,30,2,1,20160408,,,O,,,,1986,10072016,,,QR,93042219530,701,B2
3682251,2016,4,135,135,TAM,20564,1,FL,20626,53,2,1,20160420,,,G,O,,M,1963,7182016,F,,BA,56481490133,2167,WT
4698239,2016,4,135,135,WAS,20569,1,VA,20582,75,2,1,20160425,,,G,O,,M,1941,7232016,F,,UA,59236133033,101,WT
2258431,2016,4,582,582,ORL,20556,1,FL,20560,33,1,1,20160412,MER,,G,O,,M,1983,10112016,F,,AM,93340718230,434,B1
3155905,2016,4,213,213,LOS,20561,1,UT,20573,40,1,1,20160417,NWD,,G,O,,M,1976,10162016,M,,EK,93824337930,215,B1
641842,2016,4,117,117,NYC,20548,1,NY,20558,25,2,1,20160404,,,G,Q,,M,1991,7022016,F,,LH,55615516033,410,WT
4406370,2016,4,582,582,FTL,20567,1,FL,20569,31,2,1,20160423,MEX,,G,N,,M,1985,10222016,F,,Y4,94332378330,994,B2
6019750,2016,4,117,135,LOS,20552,9,NY,,39,2,1,20160628,,,A,,,,1977,7062016,F,4686,,17545053327,,WT
4877171,2016,4,135,135,ORL,20570,1,FL,20584,11,2,1,20160426,,,G,O,,M,2005,7242016,M,,MT,59291063433,414,WT
3343735,2016,4,148,112,BOS,20562,1,MA,20566,54,1,1,20160418,,,O,O,,M,1962,7162016,,,LH,56375705033,422,WB
5206051,2016,4,111,111,WAS,20572,1,MD,20581,60,2,1,20160428,,,G,O,,M,1956,7262016,M,,UA,59408080533,914,WT
4702607,2016,4,135,135,ORL,20569,1,FL,20572,49,2,1,20160425,,,O,O,,M,1967,7232016,,,BA,59255771833,2037,WT
1034637,2016,4,245,245,NYC,20550,1,,20556,53,2,1,20160406,,,O,O,,M,1963,10052016,,,JL,92902929230,4,B2
4321597,2016,4,245,245,SFR,20567,1,CA,20586,38,1,1,20160423,BEJ,,G,O,,M,1978,10222016,M,,CA,94352287430,985,B1
5342910,2016,4,577,577,HOU,20572,1,TX,20575,34,2,1,20160428,GTM,,G,O,,M,1982,10272016,F,,UA,94745999430,1901,B2
1583932,2016,4,129,582,HOU,20553,1,,20554,51,2,1,20160409,,,G,O,,M,1965,7072016,M,,UA,55901931333,5556,WT
4518344,2016,4,148,112,SFR,20568,1,NV,20578,37,2,1,20160424,,,G,O,,M,1979,7222016,M,,SK,59206331333,935,WT
691843,2016,4,218,135,NYC,20548,1,NY,20550,30,1,1,20160404,LND,,G,O,,M,1986,10032016,F,,BA,92728865230,175,B1
2758683,2016,4,464,464,SFR,20559,1,CA,20567,31,1,1,20160415,,,G,O,,M,1985,7132016,F,,UA,56184260033,862,WB
5415601,2016,4,696,696,MIA,20572,1,FL,20587,17,2,1,20160428,CRS,,G,Q,,M,1999,10272016,F,,S3,94755232030,1515,B2
5472156,2016,4,209,209,DAL,20573,1,TX,20578,48,2,1,20160429,,,O,O,,M,1968,7272016,,,AA,59438132533,176,WT
5484369,2016,4,209,209,CHI,20573,1,TN,20578,36,2,1,20160429,,,G,O,,M,1980,7272016,M,,UA,59482902533,882,WT
2865828,2016,4,691,691,NEW,20559,1,NJ,20600,39,2,1,20160415,BGT,,G,N,,M,1977,10142016,M,,UA,93619361030,1069,B2
211301,2016,4,690,690,MIA,20545,1,FL,20551,43,2,1,20160401,SNT,,G,O,,M,1973,9302016,F,,LA,92434594130,502,B2
2759806,2016,4,512,512,NAS,20559,1,FL,20573,24,2,1,20160415,,,T,O,,M,1992,10142016,F,,UP,802947985,237,B2
5517803,2016,4,438,438,LOS,20573,1,CA,20595,3,2,1,20160429,,,G,O,,M,2013,7272016,M,,QF,59442199833,93,WT
19751,2016,4,124,124,LOS,20545,1,CA,20555,36,2,1,20160401,,,G,O,,M,1980,6292016,M,,BA,55463578633,269,WT
624009,2016,4,696,696,HOU,20547,1,TX,20660,73,2,1,20160403,CRS,,G,O,,M,1943,10022016,F,,UA,92653968030,1045,B2
4116830,2016,4,438,438,VCV,20566,1,,20567,39,2,1,20160422,,,O,O,,M,1977,7202016,,,UA,56582293233,5547,WT
1195982,2016,4,148,112,OGG,20551,1,FL,20583,60,2,1,20160407,,,G,Q,,M,1956,7052016,M,,AB,55767342733,7210,WT
1498315,2016,4,582,582,SEA,20552,1,FL,20560,40,2,1,20160408,MEX,,G,O,,M,1976,10072016,F,,Y4,93030173630,976,B2
4913292,2016,4,254,276,WAS,20570,1,VA,20580,41,2,1,20160426,,,G,O,,M,1975,7242016,M,,KE,59279690333,93,WT
3865265,2016,4,135,135,MIA,20565,1,FL,20569,26,2,1,20160421,,,G,O,,M,1990,7192016,M,,AA,56523583533,57,WT
3385048,2016,4,438,438,ORL,20562,1,HI,20569,51,2,1,20160418,,,G,O,,M,1965,7162016,F,,JQ,56363363033,3,WT
5698234,2016,4,135,135,NYC,20574,1,OH,20583,27,2,1,20160430,,,T,O,,M,1989,7282016,M,,AA,905232285,211,WT
4616564,2016,4,582,582,HOU,20568,1,FL,20575,32,2,1,20160424,MEX,,G,O,,M,1984,10232016,F,,AM,94447509930,436,B2
5703109,2016,4,135,135,PBB,20574,3,FL,20589,45,2,1,20160430,,,Z,K,,M,1971,7282016,M,,,17545444827,LAND,WT
2424686,2016,4,582,582,RNO,20557,1,NV,20564,16,2,1,20160413,,,U,O,,M,2000,10122016,M,,Y4,797510185,998,B2
2168671,2016,4,135,135,ATL,20556,1,FL,20560,41,2,1,20160412,,,O,O,,M,1975,7102016,,,VS,56038573333,109,WT
1170620,2016,4,126,126,NYC,20551,1,NY,20558,58,2,1,20160407,,,G,O,,M,1958,7052016,M,,LH,55763776933,400,WT
1351033,2016,4,111,111,FMY,20552,1,NY,20562,51,2,1,20160408,,,G,O,,M,1965,7062016,M,,SK,55843916433,901,WT
3341644,2016,4,135,135,DAL,20562,1,TX,20566,53,1,1,20160418,,,O,O,,M,1963,7162016,,,AA,56371956833,51,WB
2762951,2016,4,528,528,LOS,20559,1,CA,20569,44,2,1,20160415,TGG,,G,O,,M,1972,10142016,M,,AV,93623387030,522,B2
714371,2016,4,513,513,MIA,20548,1,,20552,34,2,1,20160404,BGN,,G,O,,M,1982,10032016,F,,BW,92728263030,484,B2
1413332,2016,4,251,251,PHI,20552,1,CA,20568,13,2,1,20160408,TLV,,G,O,,M,2003,10072016,M,,AA,93038193530,717,B2
3530227,2016,4,213,213,NYC,20563,1,NY,20579,59,2,1,20160419,MDR,,G,O,,M,1957,10182016,M,,EK,93946732030,203,B2
1020076,2016,4,148,112,LVG,20550,1,NY,20567,32,2,1,20160406,,,G,O,,M,1984,7042016,F,,LH,55713449033,410,WT
2679743,2016,4,111,111,ORL,20559,1,,20567,34,2,1,20160415,,,O,O,,M,1982,7132016,,,VS,56212704233,73,WT
3253815,2016,4,582,582,LVG,20561,1,NV,20565,31,2,1,20160417,MTR,,G,O,,M,1985,10162016,M,,4O,93836628530,970,B2
4866124,2016,4,124,124,DET,20570,1,FL,20584,61,2,1,20160426,,,O,O,,M,1955,7242016,,,DL,59298704833,137,WT
1636523,2016,4,254,276,SFR,20553,1,CA,20560,29,2,1,20160409,,,G,O,,M,1987,7072016,F,,OZ,55875331533,212,WT
838246,2016,4,135,135,WAS,20549,1,DC,20552,20,2,1,20160405,,,G,O,,M,1996,7032016,M,,UA,55668787233,919,WT
1960284,2016,4,689,689,NYC,20554,1,NY,20564,63,2,1,20160410,,,O,O,,M,1953,10092016,,,DL,93165497430,472,B2
485199,2016,4,209,209,DET,20547,1,MI,20582,54,2,1,20160403,,,G,O,,M,1962,7012016,F,,DL,55572156933,564,WT
1600731,2016,4,135,135,SFB,20553,1,FL,20567,54,2,1,20160409,,,G,O,,M,1962,7072016,M,,TOM,55869287033,46,WT
4317940,2016,4,213,296,ORL,20567,1,FL,20574,60,2,1,20160423,DUB,,G,I,,M,1956,10222016,M,,EK,94333477430,219,B2
1921440,2016,4,582,582,MIA,20554,1,,20559,37,2,1,20160410,MEX,,G,Q,,M,1979,10092016,M,,AA,93201576530,123,B2
3811781,2016,4,585,585,MIA,20564,1,FL,20581,68,2,1,20160420,SDO,,G,I,,M,1948,10192016,M,,AA,94056188530,505,B2
3599914,2016,4,582,582,WAS,20563,1,MI,20567,30,1,1,20160419,MEX,,G,O,,M,1986,10182016,M,,UA,93971689230,1567,B1
1434452,2016,4,516,516,MIA,20552,1,NC,20566,71,2,1,20160408,PTS,,G,O,,M,1945,10072016,M,,AA,93022149030,2282,B2
494733,2016,4,213,213,SFR,20547,1,CA,20589,32,3,1,20160403,LND,,T,O,,M,1984,D/S,F,,VS,676522085,41,F1
2038184,2016,4,245,245,SFR,20555,1,CA,20570,50,2,1,20160411,SHG,,G,O,,M,1966,10102016,F,,MU,93267070530,589,B2
2865787,2016,4,691,691,DAL,20559,1,NV,20566,69,1,1,20160415,BGT,,G,O,,M,1947,10142016,M,,AA,93573550730,1122,B1
2107301,2016,4,582,582,MIA,20555,1,GA,20558,44,1,1,20160411,MTM,,G,O,,M,1972,10102016,M,,DL,93299945930,366,B1
5688796,2016,4,130,130,LOS,20574,1,NV,20583,55,1,1,20160430,,,G,O,,M,1961,7282016,F,,SK,59541360133,939,WB
852513,2016,4,148,112,LOS,20549,1,CA,20551,50,1,1,20160405,,,G,O,,M,1966,7032016,M,,LH,55675148033,456,WB
5516452,2016,4,438,438,HHW,20573,1,HI,20580,59,2,1,20160429,,,G,O,,M,1957,7272016,F,,JQ,59445260533,3,WT
261165,2016,4,135,135,PHO,20546,1,FL,20553,40,2,1,20160402,,,G,O,,M,1976,6302016,M,,AA,55478942933,729,WT
5293311,2016,4,368,368,NYC,20572,1,NY,20583,32,2,1,20160428,,,O,O,,M,1984,10272016,,,MS,94774902930,985,B2
2902077,2016,4,135,135,ATL,20560,1,GA,20565,38,1,1,20160416,,,G,O,,M,1978,7142016,M,,BA,56279097533,227,WB
38637,2016,4,135,135,ORL,20545,1,FL,20560,14,2,1,20160401,,,O,O,,M,2002,6292016,,,VS,55445393833,71,WT
157256,2016,4,582,582,LOS,20545,1,CA,20560,46,2,1,20160401,MEX,,G,O,,M,1970,9302016,F,,AM,92500754630,642,B2
1606014,2016,4,148,112,DAL,20553,1,TX,20562,50,2,1,20160409,,,O,O,,M,1966,7072016,,,LH,55867251033,438,WT
3849271,2016,4,124,124,MIA,20565,1,FL,20566,64,2,1,20160421,,,O,O,,M,1952,7192016,,,AA,56539736033,1616,WT
4718538,2016,4,209,209,HHW,20569,1,HI,20574,52,2,1,20160425,,,G,O,,M,1964,7232016,F,,DL,59233461033,598,WT
4909999,2016,4,245,245,SFR,20570,1,CA,20659,68,2,1,20160426,SHG,,G,O,,M,1948,10252016,M,,UA,94576073230,858,B2
5428448,2016,4,111,111,FTL,20573,1,WA,20579,61,2,1,20160429,PRS,,G,O,,M,1955,10282016,M,,DL,94883811030,33,B2
2161628,2016,4,123,123,HIG,20556,3,DC,20560,56,2,1,20160412,,,Z,K,,M,1960,7102016,M,,,788279385,LAND,WT
5029772,2016,4,123,123,NYC,20571,1,NE,20587,11,2,1,20160427,,,O,O,,M,2005,7252016,,,SN,59330366433,501,WT
1564821,2016,4,111,111,WAS,20553,1,MD,20559,72,2,1,20160409,,,G,O,,M,1944,7072016,F,,UA,55875019933,914,WT
4337016,2016,4,268,268,LOS,20567,1,GA,20568,37,2,1,20160423,,,G,O,,M,1979,7212016,F,,DL,59139021433,962,WT
1977165,2016,4,111,111,ATL,20555,1,VA,20559,48,1,1,20160411,,,G,O,,M,1968,7092016,M,,KL,56019308733,621,WB
3174311,2016,4,257,257,HOU,20561,1,TX,20590,46,2,1,20160417,KDU,,G,O,,M,1970,10162016,F,,QR,93823720030,713,B2
2897919,2016,4,129,129,NYC,20560,1,WA,20562,47,1,1,20160416,,,O,O,,M,1969,7142016,,,DL,56241995433,215,WB
2869687,2016,4,694,526,MIA,20559,1,OH,20564,33,2,1,20160415,LMA,,G,O,,M,1983,10142016,F,,AA,93589416330,1250,B2
5451416,2016,4,135,135,PHO,20573,1,NE,20596,71,2,1,20160429,,,G,O,,M,1945,7272016,F,,VS,59494898033,9,WT
630827,2016,4,111,111,CHM,20548,3,NY,20551,31,2,1,20160404,,,Z,K,,M,1985,7022016,M,,,55582469333,LAND,WT
2139998,2016,4,689,689,MIA,20555,1,FL,20564,66,2,1,20160411,RDJ,,G,O,,M,1950,10102016,M,,CM,93293346830,265,B2
3141666,2016,4,209,209,PSP,20561,1,GU,20563,31,2,1,20160417,,,G,O,,M,1985,7152016,F,,TW,56283621233,311,WT
4030833,2016,4,746,158,NYC,20565,1,NJ,20639,12,2,1,20160421,SPT,,G,O,,M,2004,10202016,M,,AY,94154991430,5,B2
3380572,2016,4,266,266,LOS,20562,1,FL,,23,3,1,20160418,,OTH,T,,,,1993,4172017,M,,UA,817160885,180,M1
4522231,2016,4,209,209,PHO,20568,1,DC,20580,69,2,1,20160424,,,G,O,,M,1947,7222016,M,,DL,59184678833,276,WT
4289482,2016,4,135,135,LOS,20567,1,CA,20598,69,2,1,20160423,,,G,O,,M,1947,7212016,F,,VS,59144982533,7,WT
636324,2016,4,111,111,CHI,20548,1,NC,20561,17,2,1,20160404,,,G,O,,M,1999,7022016,F,,AA,55595428233,41,WT
2048872,2016,4,274,296,WAS,20555,1,DC,20558,53,1,1,20160411,DUB,,G,O,,M,1963,10102016,M,,EK,93258111030,231,B1
2933588,2016,4,245,245,FMY,20560,1,CA,20650,44,2,1,20160416,,,O,O,,M,1972,10152016,,,CA,93697932230,887,B2
3331441,2016,4,135,135,NEW,20562,1,PA,20566,45,1,1,20160418,,,T,O,,M,1971,7162016,M,,BA,817545885,185,WB
2307913,2016,4,111,111,BOS,20557,1,MA,20564,41,2,1,20160413,,,G,O,,M,1975,7112016,M,,DL,56075906433,125,WT
4756602,2016,4,520,520,MIA,20569,1,AL,20626,5,2,1,20160425,BGN,,G,O,,M,2011,10242016,F,,AA,94500896530,982,B2
3155478,2016,4,213,213,WAS,20561,1,DC,20574,9,2,1,20160417,MST,,G,O,,M,2007,10162016,F,,KL,93818713130,651,B2
243257,2016,4,130,130,PHO,20546,1,NY,20551,44,2,1,20160402,,,G,O,,M,1972,6302016,F,,DL,55475571333,47,WT
862818,2016,4,213,117,PHI,20549,1,IN,20582,52,2,1,20160405,RME,,G,O,,M,1964,10042016,F,,AA,92820813330,719,B2
6009632,2016,4,254,276,AGA,20559,1,GU,20562,1,2,1,20160617,,,A,D,,M,2015,5302016,M,3661,KE,24292172827,113,GMT
1570667,2016,4,111,111,CHI,20553,1,IL,20559,64,2,1,20160409,,,G,O,,M,1952,7072016,F,,AF,55899279433,144,WT
4248046,2016,4,696,696,MIA,20566,1,CA,20621,77,2,1,20160422,CRS,,G,O,,M,1939,10212016,F,,AA,94272447630,968,B2
3300843,2016,4,104,104,NEW,20562,1,NJ,20565,39,1,1,20160418,,,G,O,,M,1977,7162016,M,,UA,56367202033,998,WB
